observation_date,available_date,nfci
2018-05-04,2018-05-09,-0.79
2018-05-11,2018-05-16,-0.81
2018-05-18,2018-05-23,-0.83
2018-05-25,2018-05-31,-0.85
2018-06-01,2018-06-06,-0.8
2018-06-08,2018-06-13,-0.81
2018-06-15,2018-06-20,-0.81
2018-06-22,2018-06-27,-0.81
2018-06-29,2018-07-05,-0.78
2018-07-06,2018-07-11,-0.78
2018-07-13,2018-07-18,-0.79
2018-07-20,2018-07-25,-0.83
2018-07-27,2018-08-01,-0.84
2018-08-03,2018-08-08,-0.84
2018-08-10,2018-08-15,-0.86
2018-08-17,2018-08-22,-0.86
2018-08-24,2018-08-29,-0.87
2018-08-31,2018-09-06,-0.85
2018-09-07,2018-09-12,-0.86
2018-09-14,2018-09-19,-0.86
2018-09-21,2018-09-26,-0.88
2018-09-28,2018-10-03,-0.86
2018-10-05,2018-10-11,-0.89
2018-10-12,2018-10-17,-0.88
2018-10-19,2018-10-24,-0.87
2018-10-26,2018-10-31,-0.84
2018-11-02,2018-11-07,-0.79
2018-11-09,2018-11-15,-0.81
2018-11-16,2018-11-21,-0.82
2018-11-23,2018-11-28,-0.81
2018-11-30,2018-12-05,-0.78
2018-12-07,2018-12-12,-0.76
2018-12-14,2018-12-19,-0.75
2018-12-21,2018-12-27,-0.73
2018-12-28,2019-01-03,-0.7
2019-01-04,2019-01-09,-0.71
2019-01-11,2019-01-16,-0.75
2019-01-18,2019-01-24,-0.78
2019-01-25,2019-01-30,-0.81
2019-02-01,2019-02-06,-0.78
2019-02-08,2019-02-13,-0.82
2019-02-15,2019-02-21,-0.85
2019-02-22,2019-02-27,-0.87
2019-03-01,2019-03-06,-0.85
2019-03-08,2019-03-13,-0.86
2019-03-15,2019-03-20,-0.87
2019-03-22,2019-03-27,-0.88
2019-03-29,2019-04-03,-0.85
2019-04-05,2019-04-10,-0.84
2019-04-12,2019-04-17,-0.86
2019-04-19,2019-04-24,-0.88
2019-04-26,2019-05-01,-0.88
2019-05-03,2019-05-08,-0.87
2019-05-10,2019-05-15,-0.87
2019-05-17,2019-05-22,-0.87
2019-05-24,2019-05-30,-0.86
2019-05-31,2019-06-05,-0.83
2019-06-07,2019-06-12,-0.83
2019-06-14,2019-06-19,-0.82
2019-06-21,2019-06-26,-0.83
2019-06-28,2019-07-03,-0.81
2019-07-05,2019-07-10,-0.82
2019-07-12,2019-07-17,-0.83
2019-07-19,2019-07-24,-0.84
2019-07-26,2019-07-31,-0.86
2019-08-02,2019-08-07,-0.85
2019-08-09,2019-08-14,-0.8
2019-08-16,2019-08-21,-0.76
2019-08-23,2019-08-28,-0.75
2019-08-30,2019-09-05,-0.7
2019-09-06,2019-09-11,-0.71
2019-09-13,2019-09-18,-0.72
2019-09-20,2019-09-25,-0.74
2019-09-27,2019-10-02,-0.73
2019-10-04,2019-10-09,-0.72
2019-10-11,2019-10-17,-0.73
2019-10-18,2019-10-23,-0.74
2019-10-25,2019-10-30,-0.76
2019-11-01,2019-11-06,-0.74
2019-11-08,2019-11-14,-0.76
2019-11-15,2019-11-20,-0.77
2019-11-22,2019-11-27,-0.78
2019-11-29,2019-12-04,-0.78
2019-12-06,2019-12-11,-0.78
2019-12-13,2019-12-18,-0.78
2019-12-20,2019-12-26,-0.79
2019-12-27,2020-01-08,-0.78
2020-01-03,2020-01-08,-0.79
2020-01-10,2020-01-15,-0.79
2020-01-17,2020-01-23,-0.82
2020-01-24,2020-01-29,-0.82
2020-01-31,2020-02-05,-0.79
2020-02-07,2020-02-12,-0.81
2020-02-14,2020-02-20,-0.83
2020-02-21,2020-02-26,-0.84
2020-02-28,2020-03-04,-0.76
2020-03-06,2020-03-11,-0.67
2020-03-13,2020-03-18,-0.48
2020-03-20,2020-03-25,-0.17
2020-03-27,2020-04-01,0.05
2020-04-03,2020-04-08,0.07
2020-04-10,2020-04-15,-0.02
2020-04-17,2020-04-22,-0.15
2020-04-24,2020-04-29,-0.23
2020-05-01,2020-05-06,-0.28
2020-05-08,2020-05-13,-0.4
2020-05-15,2020-05-20,-0.46
2020-05-22,2020-05-28,-0.51
2020-05-29,2020-06-03,-0.51
2020-06-05,2020-06-10,-0.58
2020-06-12,2020-06-17,-0.59
2020-06-19,2020-06-24,-0.59
2020-06-26,2020-07-01,-0.6
2020-07-03,2020-07-08,-0.39
2020-07-10,2020-07-15,-0.43
2020-07-17,2020-07-22,-0.47
2020-07-24,2020-07-29,-0.5
2020-07-31,2020-08-05,-0.47
2020-08-07,2020-08-12,-0.52
2020-08-14,2020-08-19,-0.53
2020-08-21,2020-08-26,-0.53871
2020-08-28,2020-09-02,-0.53305
2020-09-04,2020-09-10,-0.50764
2020-09-11,2020-09-16,-0.4798
2020-09-18,2020-09-23,-0.49027
2020-09-25,2020-09-30,-0.48696
2020-10-02,2020-10-07,-0.48585
2020-10-09,2020-10-15,-0.50183
2020-10-16,2020-10-21,-0.5178
2020-10-23,2020-10-28,-0.51891
2020-10-30,2020-11-04,-0.49689
2020-11-06,2020-11-12,-0.47838
2020-11-13,2020-11-18,-0.52767
2020-11-20,2020-11-25,-0.57355
2020-11-27,2020-12-02,-0.60098
2020-12-04,2020-12-09,-0.61311
2020-12-11,2020-12-16,-0.62094
2020-12-18,2020-12-23,-0.61428
2020-12-25,2020-12-30,-0.60471
2021-01-01,2021-01-06,-0.60442
2021-01-08,2021-01-13,-0.61765
2021-01-15,2021-01-21,-0.6171
2021-01-22,2021-01-27,-0.63774
2021-01-29,2021-02-03,-0.59809
2021-02-05,2021-02-10,-0.62002
2021-02-12,2021-02-18,-0.64392
2021-02-19,2021-02-24,-0.65002
2021-02-26,2021-03-03,-0.63587
2021-03-05,2021-03-10,-0.62517
2021-03-12,2021-03-17,-0.62826
2021-03-19,2021-03-24,-0.62672
2021-03-26,2021-03-31,-0.63474
2021-04-02,2021-04-07,-0.65224
2021-04-09,2021-04-14,-0.6747
2021-04-16,2021-04-21,-0.68654
2021-04-23,2021-04-28,-0.68461
2021-04-30,2021-05-05,-0.70671
2021-05-07,2021-05-12,-0.7022
2021-05-14,2021-05-19,-0.6979
2021-05-21,2021-05-26,-0.68875
2021-05-28,2021-06-03,-0.70655
2021-06-04,2021-06-09,-0.71256
2021-06-11,2021-06-16,-0.71895
2021-06-18,2021-06-23,-0.70998
2021-06-25,2021-06-30,-0.7165
2021-07-02,2021-07-08,-0.71149
2021-07-09,2021-07-14,-0.70853
2021-07-16,2021-07-21,-0.69899
2021-07-23,2021-07-28,-0.67717
2021-07-30,2021-08-04,-0.69228
2021-08-06,2021-08-11,-0.67826
2021-08-13,2021-08-18,-0.67943
2021-08-20,2021-08-25,-0.66728
2021-08-27,2021-09-01,-0.66222
2021-09-03,2021-09-09,-0.67999
2021-09-10,2021-09-15,-0.69096
2021-09-17,2021-09-22,-0.69066
2021-09-24,2021-09-29,-0.68249
2021-10-01,2021-10-06,-0.69718
2021-10-08,2021-10-14,-0.68013
2021-10-15,2021-10-20,-0.68231
2021-10-22,2021-10-27,-0.6935
2021-10-29,2021-11-03,-0.68732
2021-11-05,2021-11-10,-0.67611
2021-11-12,2021-11-17,-0.65498
2021-11-19,2021-11-24,-0.63408
2021-11-26,2021-12-01,-0.59446
2021-12-03,2021-12-08,-0.55532
2021-12-10,2021-12-15,-0.55472
2021-12-17,2021-12-22,-0.57336
2021-12-24,2021-12-29,-0.58094
2021-12-31,2022-01-06,-0.58335
2022-01-07,2022-01-12,-0.61298
2022-01-14,2022-01-20,-0.62211
2022-01-21,2022-01-26,-0.58669
2022-01-28,2022-02-02,-0.56722
2022-02-04,2022-02-09,-0.57192
2022-02-11,2022-02-16,-0.56005
2022-02-18,2022-02-24,-0.53151
2022-02-25,2022-03-02,-0.47774
2022-03-04,2022-03-09,-0.43184
2022-03-11,2022-03-16,-0.35082
2022-03-18,2022-03-23,-0.32546
2022-03-25,2022-03-30,-0.33352
2022-04-01,2022-04-06,-0.37737
2022-04-08,2022-04-13,-0.3805
2022-04-15,2022-04-20,-0.38134
2022-04-22,2022-04-27,-0.35886
2022-04-29,2022-05-04,-0.27168
2022-05-06,2022-05-11,-0.23361
2022-05-13,2022-05-18,-0.22522
2022-05-20,2022-05-25,-0.20212
2022-05-27,2022-06-02,-0.17432
2022-06-03,2022-06-08,-0.27765
2022-06-10,2022-06-15,-0.26397
2022-06-17,2022-06-23,-0.18144
2022-06-24,2022-06-29,-0.1431
2022-07-01,2022-07-07,-0.11703
2022-07-08,2022-07-13,-0.09113
2022-07-15,2022-07-20,-0.1855
2022-07-22,2022-07-27,-0.20144
2022-07-29,2022-08-03,-0.19124
2022-08-05,2022-08-10,-0.24561
2022-08-12,2022-08-17,-0.28166
2022-08-19,2022-08-24,-0.27777
2022-08-26,2022-08-31,-0.26816
2022-09-02,2022-09-08,-0.21521
2022-09-09,2022-09-14,-0.21998
2022-09-16,2022-09-21,-0.19464
2022-09-23,2022-09-28,-0.14145
2022-09-30,2022-10-05,-0.06267
2022-10-07,2022-10-13,-0.06158
2022-10-14,2022-10-19,-0.06227
2022-10-21,2022-10-26,-0.11154
2022-10-28,2022-11-02,-0.10226
2022-11-04,2022-11-09,-0.11073
2022-11-11,2022-11-16,-0.19514
2022-11-18,2022-11-23,-0.25579
2022-11-25,2022-11-30,-0.26901
2022-12-02,2022-12-07,-0.22078
2022-12-09,2022-12-14,-0.21479
2022-12-16,2023-01-05,-0.20154
2022-12-23,2023-01-05,-0.20681
2022-12-30,2023-01-05,-0.21215
2023-01-06,2023-01-11,-0.26525
2023-01-13,2023-01-19,-0.33856
2023-01-20,2023-01-25,-0.37016
2023-01-27,2023-02-01,-0.35201
2023-02-03,2023-02-08,-0.35917
2023-02-10,2023-02-15,-0.4432
2023-02-17,2023-02-23,-0.45282
2023-02-24,2023-03-01,-0.41324
2023-03-03,2023-03-08,-0.3762
2023-03-10,2023-03-15,-0.35231
2023-03-17,2023-03-22,-0.23911
2023-03-24,2023-03-29,-0.12072
2023-03-31,2023-04-05,-0.12534
2023-04-07,2023-04-12,-0.1823
2023-04-14,2023-04-19,-0.24309
2023-04-21,2023-04-26,-0.30218
2023-04-28,2023-05-03,-0.26652
2023-05-05,2023-05-10,-0.28289
2023-05-12,2023-05-17,-0.29949
2023-05-19,2023-05-24,-0.30634
2023-05-26,2023-06-01,-0.29
2023-06-02,2023-06-07,-0.22305
2023-06-09,2023-06-14,-0.27604
2023-06-16,2023-06-22,-0.29742
2023-06-23,2023-06-28,-0.31908
2023-06-30,2023-07-06,-0.2818
2023-07-07,2023-07-12,-0.32937
2023-07-14,2023-07-19,-0.37011
2023-07-21,2023-07-26,-0.39243
2023-07-28,2023-08-02,-0.34214
2023-08-04,2023-08-09,-0.35131
2023-08-11,2023-08-16,-0.3853
2023-08-18,2023-08-23,-0.40058
2023-08-25,2023-08-30,-0.4
2023-09-01,2023-09-07,-0.33845
2023-09-08,2023-09-13,-0.38016
2023-09-15,2023-09-20,-0.41954
2023-09-22,2023-09-27,-0.45798
2023-09-29,2023-10-04,-0.36766
2023-10-06,2023-10-12,-0.37525
2023-10-13,2023-10-18,-0.38567
2023-10-20,2023-10-25,-0.38988
2023-10-27,2023-11-01,-0.3381
2023-11-03,2023-11-08,-0.35997
2023-11-10,2023-11-15,-0.40649
2023-11-17,2023-11-22,-0.46755
2023-11-24,2023-11-29,-0.50404
2023-12-01,2023-12-06,-0.46256
2023-12-08,2023-12-13,-0.51
2023-12-15,2023-12-20,-0.53369
2023-12-22,2023-12-28,-0.54284
2023-12-29,2024-01-04,-0.47933
2024-01-05,2024-01-10,-0.50717
2024-01-12,2024-01-18,-0.54453
2024-01-19,2024-01-24,-0.57295
2024-01-26,2024-01-31,-0.56413
2024-02-02,2024-02-07,-0.49078
2024-02-09,2024-02-14,-0.51117
2024-02-16,2024-02-22,-0.52151
2024-02-23,2024-02-28,-0.51816
2024-03-01,2024-03-06,-0.46829
2024-03-08,2024-03-13,-0.50239
2024-03-15,2024-03-20,-0.53056
2024-03-22,2024-03-27,-0.55572
2024-03-29,2024-04-03,-0.50983
2024-04-05,2024-04-10,-0.53124
2024-04-12,2024-04-17,-0.5307
2024-04-19,2024-04-24,-0.50758
2024-04-26,2024-05-01,-0.47494
2024-05-03,2024-05-08,-0.48785
2024-05-10,2024-05-15,-0.53181
2024-05-17,2024-05-22,-0.56222
2024-05-24,2024-05-30,-0.58016
2024-05-31,2024-06-05,-0.53823
2024-06-07,2024-06-12,-0.56393
2024-06-14,2024-06-20,-0.58065
2024-06-21,2024-06-26,-0.5678
2024-06-28,2024-07-03,-0.50131
2024-07-05,2024-07-10,-0.5288
2024-07-12,2024-07-17,-0.56269
2024-07-19,2024-07-24,-0.58176
2024-07-26,2024-07-31,-0.58299
2024-08-02,2024-08-07,-0.54608
2024-08-09,2024-08-14,-0.49852
2024-08-16,2024-08-21,-0.5228
2024-08-23,2024-08-28,-0.5526
2024-08-30,2024-09-05,-0.50418
2024-09-06,2024-09-11,-0.57042
2024-09-13,2024-09-18,-0.55834
2024-09-20,2024-09-25,-0.57701
2024-09-27,2024-10-02,-0.54952
2024-10-04,2024-10-09,-0.56291
2024-10-11,2024-10-17,-0.56546
2024-10-18,2024-10-23,-0.56546
2024-10-25,2024-10-30,-0.56125
2024-11-01,2024-11-06,-0.51732
2024-11-08,2024-11-14,-0.54587
2024-11-15,2024-11-20,-0.59339
2024-11-22,2024-11-27,-0.64189
2024-11-29,2024-12-04,-0.62668
2024-12-06,2024-12-11,-0.65048
2024-12-13,2024-12-18,-0.65824
2024-12-20,2024-12-26,-0.60364
2024-12-27,2025-01-02,-0.59347
2025-01-03,2025-01-08,-0.59794
2025-01-10,2025-01-15,-0.62726
2025-01-17,2025-01-23,-0.63747
2025-01-24,2025-01-29,-0.65143
2025-01-31,2025-02-05,-0.65329
2025-02-07,2025-02-12,-0.64001
2025-02-14,2025-02-20,-0.64763
2025-02-21,2025-02-26,-0.6668
2025-02-28,2025-03-05,-0.59095
2025-03-07,2025-03-12,-0.56684
2025-03-14,2025-03-19,-0.54589
2025-03-21,2025-03-26,-0.55589
2025-03-28,2025-04-02,-0.56516
2025-04-04,2025-04-09,-0.54173
2025-04-11,2025-04-16,-0.42028
2025-04-18,2025-04-23,-0.43077
2025-04-25,2025-04-30,-0.44273
2025-05-02,2025-05-07,-0.44816
2025-05-09,2025-05-14,-0.51219
2025-05-16,2025-05-21,-0.58143
2025-05-23,2025-05-29,-0.60589
2025-05-30,2025-06-04,-0.47611
2025-06-06,2025-06-11,-0.51212
2025-06-13,2025-06-18,-0.5237
2025-06-20,2025-06-25,-0.51043
2025-06-27,2025-07-02,-0.49694
2025-07-04,2025-07-09,-0.50977
2025-07-11,2025-07-16,-0.54351
2025-07-18,2025-07-23,-0.55311
2025-07-25,2025-07-30,-0.56951
2025-08-01,2025-08-06,-0.535
2025-08-08,2025-08-13,-0.54493
2025-08-15,2025-08-20,-0.55521
2025-08-22,2025-08-27,-0.56025
2025-08-29,2025-09-04,-0.52578
2025-09-05,2025-09-10,-0.54306
2025-09-12,2025-09-17,-0.56378
2025-09-19,2025-09-24,-0.57265
2025-09-26,2025-10-01,-0.55647
2025-10-03,2025-10-08,-0.54613
2025-10-10,2025-10-16,-0.55852
2025-10-17,2025-10-22,-0.55171
2025-10-24,2025-10-29,-0.54921
2025-10-31,2025-11-05,-0.51456
2025-11-07,2025-11-13,-0.53493
2025-11-14,2025-11-19,-0.5382
2025-11-21,2025-11-26,-0.53414
2025-11-28,2025-12-03,-0.52426
2025-12-05,2025-12-10,-0.54587
2025-12-12,2025-12-17,-0.55282
2025-12-19,2025-12-24,-0.54911
2025-12-26,2025-12-31,-0.56896
2026-01-02,2026-01-07,-0.5536
2026-01-09,2026-01-14,-0.57258
2026-01-16,2026-01-22,-0.59026
2026-01-23,2026-01-28,-0.60032
2026-01-30,2026-02-04,-0.55725
2026-02-06,2026-02-11,-0.56306
2026-02-13,2026-02-19,-0.56814
2026-02-20,2026-02-25,-0.56294
2026-02-27,2026-03-04,-0.52365
2026-03-06,2026-03-11,-0.5137
2026-03-13,2026-03-18,-0.48574
2026-03-20,2026-03-25,-0.47504
2026-03-27,2026-04-01,-0.43366
2026-04-03,2026-04-08,-0.433
2026-04-10,2026-04-15,-0.465
2026-04-17,2026-04-22,-0.497
2026-04-24,2026-04-29,-0.518
2026-05-01,2026-05-06,-0.51
2026-05-08,2026-05-13,-0.524
2026-05-15,2026-05-20,-0.523
2026-05-22,2026-05-28,-0.51
2026-05-29,2026-06-03,-0.494
2026-06-05,2026-06-10,-0.506
2026-06-12,2026-06-17,-0.505
2026-06-19,2026-06-24,-0.516
2026-06-26,2026-07-01,-0.504
2026-07-03,2026-07-08,-0.515
2026-07-10,2026-07-15,-0.538
2026-07-17,2026-07-22,-0.552
2026-07-24,2026-07-29,-0.554
2026-07-31,2026-08-05,-0.529
2026-08-07,2026-08-12,-0.549
2026-08-14,2026-08-19,-0.559
2026-08-21,2026-08-26,-0.566
